ID,Name,Description,Media_Type,Download_URL,Path_In_Zip,Size,objid_alt,fname_alt
61bb312b6ca5a1c9cd1a7b7d93476284,a.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_6.zip,6/EAEA0-4830-F965-14BF-0/a.jpg,4015616,,
f4025950843309c1611567d1255cf4be,web.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_6.zip,6/EAEA0-4830-F965-14BF-0/web.jpg,4015616,,
3e6232a0a53105f317030d0cbe74d8b6,thumbnail.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_6.zip,6/EAEA0-4830-F965-14BF-0/thumbnail.jpg,4015616,,
678531cf3d27744ccea8941d4c16d944,a.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_6.zip,6/EAEA0-CD28-0F83-669E-0/a.jpg,1261428,,
93b7814babc0b1a1839c67d804e09c9e,web.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_6.zip,6/EAEA0-CD28-0F83-669E-0/web.jpg,1261428,,
65d8a03697e0ccdc52bc8b6b1908a579,thumbnail.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_6.zip,6/EAEA0-CD28-0F83-669E-0/thumbnail.jpg,1261428,,
a2d8bda9433e845010c4128e72265464,full.JPG,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_a.zip,a/EAEA0-C4FA-A3F8-387A-0/full.JPG,800022,,
fa705d753be359ada96a2dfcdb392ec1,web.JPG,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_a.zip,a/EAEA0-C4FA-A3F8-387A-0/web.JPG,800022,,
0d7227c5c4727365fcaade3015a52599,thumbnail.JPG,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_a.zip,a/EAEA0-C4FA-A3F8-387A-0/thumbnail.JPG,800022,,
7452b2133133211e4d38f7d7efd6edcf,full.JPG,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_7.zip,7/EAEA0-1BF5-6E38-E137-0/full.JPG,3186639,,
a5555152c2baa2161cbcd98ea23f6f0b,web.JPG,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_7.zip,7/EAEA0-1BF5-6E38-E137-0/web.JPG,3186639,,
3a0b91bfe3c116aa31c40706e0437bb5,thumbnail.JPG,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_7.zip,7/EAEA0-1BF5-6E38-E137-0/thumbnail.JPG,3186639,,
085e7bf80c23e6dbcb8657b9a686c3be,a.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_0.zip,0/EAEA0-2D4F-63BE-A190-0/a.jpg,4061184,,
dc3272268323ec19697031a070942173,web.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_0.zip,0/EAEA0-2D4F-63BE-A190-0/web.jpg,4061184,,
09709f032e05b069421da2ac480ff779,thumbnail.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_0.zip,0/EAEA0-2D4F-63BE-A190-0/thumbnail.jpg,4061184,,
ce40e0d2cbe89ceb0e0a591889ad41c3,full.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_c.zip,c/EAEA0-B30C-C96A-42EB-0/full.jpg,923747,,
eccb3a045d6ce75fe720f560fd062987,web.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_c.zip,c/EAEA0-B30C-C96A-42EB-0/web.jpg,923747,,
21c34c252ddfa2f1a05480b37cd8259c,thumbnail.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_c.zip,c/EAEA0-B30C-C96A-42EB-0/thumbnail.jpg,923747,,
d3769c70a85bc3214c567e7383ae35c8,a.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_d.zip,d/EAEA0-972E-C406-A1A0-0/a.jpg,2432068,,
99e502fcfc4dd4d24fafff0bab589583,web.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_d.zip,d/EAEA0-972E-C406-A1A0-0/web.jpg,2432068,,
a5026b15d971fb52c1ddde42fefd3edc,thumbnail.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_d.zip,d/EAEA0-972E-C406-A1A0-0/thumbnail.jpg,2432068,,
a31f6194a31186b34d1c9ea122be923d,a.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_a.zip,a/EAEA0-8687-772D-4169-0/a.jpg,4056576,,
9cf905007c57fc7f6f72d43209e2602b,web.jpg,,image/jpeg,https://zenodo.org/records/22796236/files/dogonlanguages_media_a.zip,a/EAEA0-8687-772D-4169-0/web.jpg,4056576,,
