pk,jsondata,id,name,description,markup_description,size,duration,date_created,mime_type,movie_pk,updated,active,created
61,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-972D-74B5-6E6B-0"", ""size"": 3780608}",e30a5f2b5fbdd0fac4a864f5d04e04b0,fl_Pedaliaceae_Ceratotheca_sesamoides_KarankassoVigue_10_16_2014_fr_JH.JPG,,,3780608,,2014-10-16,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
62,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-F72E-5908-84E7-0"", ""size"": 4207104}",95f4b6d14b11ef2b2d624be71a95f852,fl_Rutaceae_Zanthoxylum_zanthoxyloides_Bledougou_05_23_2014_JH.JPG,,,4207104,,2014-05-23,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
63,"{""web"": null, ""original"": ""a.avi"", ""objid"": ""EAEA0-C059-FF08-FE76-0"", ""duration"": 2.933304, ""thumbnail"": null, ""size"": 963088}",372f91b706de55166e44934cf32f14a4,149_08_01_07359_pour_tea_into_glass_TS_sɛdɛ_JH.avi,,,963088,2.933304,,video/x-msvideo,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
64,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-9DE3-7AF7-51BA-0"", ""size"": 3629568}",2308d45071f9dfcab8a53fd67d4618d5,fl_Anacardiaceae_Lannea_microcarpa_Seeku_06_09_2014_infruct_JH.JPG,,,3629568,,2014-06-09,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
65,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-40F0-5B6E-DAF5-0"", ""size"": 1208506}",079013256127ea6b87fcb7ca0b5f250f,Q_fl_floating_herb1_Beni_09_2011_JH.JPG,,,1208506,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
66,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-1E00-387E-F825-0"", ""size"": 1169488}",1f39eda931d9a71c5c067f1bc890fbb2,fl_Moraceae_Ficus_thonningii_spcm_Burkina_CIRAD_Montp_fr_50441_JH.JPG,,,1169488,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
67,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-D2CB-BB14-4A1E-0"", ""size"": 1850515}",e5c2f257cb5536d767a3b88fe0fb8d2e,fl_Arecaceae_Caryota_sp_planted2_Bobo_05_2012_JH.JPG,,,1850515,,2012-05-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
68,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-E6B2-D064-A9F4-0"", ""size"": 263218}",a941e19b357a3adf9d6a8718c9285199,fl_Cucurbitaceae_Mukia_maderaspatana_spcm_Kikara_50227_JH.jpg,,,263218,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
69,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-F910-C609-F8AE-0"", ""size"": 40576}",c9e16b6f16221e817e0bd44491777a65,fl_Dracaenaceae_Sansevieria_liberica_Walo_uprooted_50249_JH.jpg,,,40576,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
70,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-8A3D-1B53-6299-0"", ""size"": 1449799}",c52eb50f5f0b34442045f96cefa696d7,fl_Asteraceae_Eclipta_prostrata_spcm_2004_271_Beni_50106_JH.JPG,,,1449799,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
71,"{""web"": null, ""original"": ""a.mp4"", ""objid"": ""EAEA0-8211-A70D-0E2B-0"", ""duration"": 9.01001, ""thumbnail"": ""thumbnail.mp4"", ""size"": 402895}",cb5294b66f61a44513238e0c497f5d1a,037_13_17_02250_do_spot_sowing_in_rainy_season_Nanga_mosi_garⁿi_JH.mp4,,,402895,9.01001,,video/mp4,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
72,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-A96C-F44D-72E9-0"", ""size"": 618003}",74768bcad06738252e5e6a2124a3f97f,Ins_bug_on_Leucas_Beni_10_2011_JH.JPG,,,618003,,2011-10-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
73,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-71EF-7566-0C8D-0"", ""size"": 1449959}",901539394a469386a051b68c09404d91,Ins_Hemiptera_Belostomatidae_Hydrocyrius_colombiae_CIRAD_Montp_HPA_JH.JPG,,,1449959,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
74,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-F68A-0D84-C199-0"", ""size"": 4010496}",b8bb153428c73b8cadb2a3430eccbf0b,fl_Lamiaceae_Vitex_madiensis_subsp_madiensis_Seeku_06_09_2014_lf_above_JH.JPG,,,4010496,,2014-06-09,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
75,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-9DDD-901A-DC71-0"", ""size"": 750073}",35392483d483d1f4ef9e6741142e3409,fl_Fabaceae_Detarium_senegalense_Kou_Forest_08_2012_fr_JH.JPG,,,750073,,2012-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
76,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-AE92-6BE6-3E6C-0"", ""size"": 1752988}",c7ed98b1c4dfdd432f67bd807bc4949c,Ins_Lepidoptera_Papilionidae_black_CIRAD_Montp_HPA_JH.JPG,,,1752988,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
77,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-F30A-BDCA-07CE-0"", ""size"": 1575488}",6e7b75112cc6d7818177a079b2094ddd,fl_Phyllanthaceae_Bridelia_scleroneura_KarankassoVigue_10_16_2014_spmnBF2014_0133_lf_fr_cut_JH.JPG,,,1575488,,2014-10-16,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
78,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-99E5-1918-2B00-0"", ""size"": 3853824}",59953a04a7ee05f27ecaf5974516a133,fl_Dioscoreaceae_Dioscorea_sagittifolia_Tin_11_06_2014_lf_fr_JH.JPG,,,3853824,,2014-11-06,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
79,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-6190-B902-EF35-0"", ""size"": 4151296}",017cfa0bfddef8e186d89162d0629b28,fl_Rubiaceae_Pavetta_crassipes_Ble_10_29_2014_spcmBF2014_0290_entire_JH.JPG,,,4151296,,2014-10-29,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
80,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-CB35-AC25-69E8-0"", ""size"": 3921408}",3b1cd9887cf3921682b89aa264375809,fl_Malvaceae_Grewia_mollis_Seeku_06_09_2014_spcmBF2014_0043_flowering_br_JH.JPG,,,3921408,,2014-06-09,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
81,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-BB54-FDB5-865B-0"", ""size"": 764024}",ba2669155b90fecf4e6cd03235914cbf,fl_Dioscoreaceae_Dioscorea_sagittifolia_Tin_11_06_2014_lf_above_JH.JPG,,,764024,,2014-11-06,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
82,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-5111-BAC1-9F29-0"", ""size"": 4144128}",915d0a5272842496503c16d0d99c7c20,fl_Fabaceae_Burkea_africana_large_Karankasso_09_07_2014_br_fol_JH.JPG,,,4144128,,2014-09-07,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
83,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-FBE9-9C5F-ECEB-0"", ""size"": 1800111}",73667e9a38ba97d3e6e510fb1886ff7d,fl_Fabaceae_Faboideae_Indigofera_omissa_Segue2_09_2011_50313_JH.JPG,,,1800111,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
84,"{""web"": null, ""original"": ""a.tif"", ""thumbnail"": null, ""objid"": ""EAEA0-C546-14DB-95F2-0"", ""size"": 192176}",b61fb6e2735fc5d3b76d5309f4878f8d,fl_Poaceae_Leptothrium_senegalense_spcm_Kew_JH.tif,,,192176,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
85,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-B93C-CE6C-38F2-0"", ""size"": 1661880}",2e4399b2c45127296aa28ca0a9d8d952,Songhay_TSK_Mouniwel_70935_N15_11_W02_51_village_03_2011_JH.JPG,,,1661880,,2011-03-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
86,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-D841-4CF3-6D1F-0"", ""size"": 3284333}",999272e75160a044c91f01d1c90df7d0,fl_Fabaceae_Faboideae_Erythrina_senegalensis_Diangassagou_02_2011_fr_50303_JH.JPG,,,3284333,,2011-02-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
87,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-E818-F0A3-1532-0"", ""size"": 3102003}",5c88bc703a62765c27e1a992fdfa6866,fl_Fabaceae_Faboideae_Indigofera_secundiflora_spcm_Senegal_CIRAD_Montp_fr_JH.JPG,,,3102003,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
88,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-60B2-DBA3-FA4E-0"", ""size"": 3151445}",9877a5ff226243e100dd30899ceefc3a,fl_Fabaceae_Faboideae_Indigofera_omissa_Segue_02_2011_entire2_50313_JH.JPG,,,3151445,,2011-02-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
89,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-1375-8AA4-2754-0"", ""size"": 3208746}",371c6dac55ded6fed96f956ded6e1f34,fl_Malvaceae_Sterculia_setigera_Segue_to_Kassagou_02_2011_fr_50642_JH.JPG,,,3208746,,2011-02-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
90,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-574E-A921-036D-0"", ""size"": 990338}",5aad1676f1a6f7ad0785d86a2899eb38,Ins_Coleoptera_Scarabaeidae_Cetoniinae_Pachnoda_marginata_TongoTongo_spcm_2008_006_photo_HPA_60313_JH.jpg,,,990338,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
91,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-B8A8-DB0D-46CB-0"", ""size"": 3151902}",ab664b03d87c658fc95ca6aa3ca5898a,Dogon_Jamsay_Anakila_70218_N14_34_W03_04_village_04_2011_JH.JPG,,,3151902,,2011-04-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
92,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-FD6C-6A6D-A4E0-0"", ""size"": 3035346}",deb7d2d8782ea74e45e7dcd56947b71c,fl_Fabaceae_Mimosoideae_Mimosa_pigra_Nagoro_08_2012_fl_JH.JPG,,,3035346,,2012-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
93,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-7380-4FAA-7B21-0"", ""size"": 1874921}",0c6712081c75604f571871be5dba7a61,fl_Poaceae_Brachiaria_lata_spcm_2010_016_Perge_50542_JH.JPG,,,1874921,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
94,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-6AFA-527E-C34D-0"", ""size"": 3121389}",657f719dd4c4e6165b3f4d029d4ef80b,Dogon_Tiranige_Tanga_2nd_quarter_70569_N14_49_W03_39_village_distant_10_2011_JH.JPG,,,3121389,,2011-10-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
95,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-E37C-F1EB-E3FD-0"", ""size"": 852095}",f35a86ea0409bb9462c99bdbbf95e141,Dogon_TebulUre_Dianga_70387_N14_41_W03_06_plain_below_seen_from_Dianga_06_2009_JH.JPG,,,852095,,2009-06-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
96,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-C2A0-BA81-008B-0"", ""size"": 526429}",8a0b5ef817dbb5f1682a99040e55d39c,Ins_Coleoptera_Buprestidae_Sternocera_interrupta_Beni_09_2011_60286_JH.JPG,,,526429,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
97,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-DA0B-01A4-41AB-0"", ""size"": 701007}",f86e6a1cad9f2ff5ad153a29370177dc,fish_Q_Heterobranchus_bidorsalis_Sideradougou_09_2014_Dogose_gegerege_2.JPG,,,701007,,2014-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
98,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-FE5F-2669-2116-0"", ""size"": 487655}",29d6612d0ee9e49a1590a54337d412eb,fl_Vitaceae_Cissus_populnea_spcm_Senega;_CIRAD_Montp_fl_50666_JH.jpg,,,487655,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
99,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-C4A0-10CA-CCBD-0"", ""size"": 260164}",c69cf6f5f3e37f657a9f21a53ade588c,fl_Fabaceae_Parkinsonia_aculeata_Sevare_50280_JH.tif,,,260164,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
100,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-4C2F-72EE-3CC3-0"", ""size"": 888310}",242ed6a012fd812db7158eeb26b98f41,bird_Passer_luteus_sparrow_Douentza_2009_side_60155_JH.JPG,,,888310,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
101,"{""web"": null, ""original"": ""a.tif"", ""thumbnail"": null, ""objid"": ""EAEA0-59A4-ED9B-E555-0"", ""size"": 27755}",78859b7b30e9423e7e193e5afafce76b,reptile_lizard_Gekkonidae_Ptyodactylus_hasselquistii_spcm_Darmstadt_JH.tif,,,27755,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
102,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-1B82-46B2-8382-0"", ""size"": 646774}",98e4af5c5ba00c8afa5314c78ad3686a,fl_Poaceae_Digitaria_cilianensis_Tongotongo_08_2008_closeup_JH.JPG,,,646774,,2008-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
103,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-150F-AFC8-C9DE-0"", ""size"": 3137342}",94eaee9c17b93ec2c4e23db5e2c45793,fl_Fabaceae_Faboideae_Indigofera_hochstetteri_spcm_Niger_CIRAD_Montp_JH.JPG,,,3137342,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
104,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-22F9-E288-76DE-0"", ""size"": 4011520}",d1ff3b6700ea77768e3a6115318f8047,fl_Vitaceae_Cissus_populnea_Bledougou_05_23_2014_tendril_JH.JPG,,,4011520,,2014-05-23,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
105,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-E0F0-73A5-D0D4-0"", ""size"": 4077056}",ad11edb82ade8dfefb55a940e137d010,fl_Annonaceae_Hexalobus_monopetalus_Ble_20_27_2014_br_JH.JPG,,,4077056,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
106,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-F062-80E8-3B03-0"", ""size"": 300432}",88e9c38d02910a013f9ad55c83f62171,fl_Malvaceae_Grewia_villosa_Hombori_fol_50654_JH.tif,,,300432,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
107,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-5A63-7E26-9E3F-0"", ""size"": 286586}",25a4b6e817f47d653fd97a638c4f1fcc,fl_Cucurbitaceae_Citrullus_colocynthis_Sangha_fr_50205_JH.tif,,,286586,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
108,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-60FA-9D3E-71A3-0"", ""size"": 3900416}",b582679ac86951cb7a78d3cc13b0a1f3,fl_Malvaceae_Sterculia_setigera_Seeku_06_09_tr_JH.JPG,,,3900416,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
109,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-B992-D598-A2F9-0"", ""size"": 927766}",ffa815a706cb5468c00ef8aabe549d3d,fl_Sapindaceae_Cardiospermum_halicacabum_spcm_unnumb_Bounou_fr_50606_JH.jpg,,,927766,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
110,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-C32B-0123-C55F-0"", ""size"": 3344393}",b45afda5900e0da6875afc6e09b70c47,fl_Rubiaceae_Keetia_venosa_Kou_Forest_08_2012_spcmBF2012_129_fol_lf_above_JH.JPG,,,3344393,,2012-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
111,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-E420-9D74-432C-0"", ""size"": 504578}",1b3f99146733cb1fbd06b0ea78df1488,fl_aa_fern_Actiniopteridaceae_Actiniopteris_radiata_Kikara_50002_JH.jpg,,,504578,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
112,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-A511-926E-E760-0"", ""size"": 2051794}",6eb6f65fbce973c128ae44c3952d36e5,fl_Fabaceae_Faboideae_Aeschynomene_indica_Sideradougou_09_08_2014_patch_fr.JPG,,,2051794,,2014-09-08,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
113,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-2416-03B9-A1CF-0"", ""size"": 1312789}",13b7fd7cc75ab95f2e80a9b67400277a,fl_Fabaceae_Faboideae_Indigofera_omissa_Segue1_09_2011_50313_JH.JPG,,,1312789,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
114,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-F6FB-5595-FC68-0"", ""size"": 1115866}",3d54611e25d333b5494089cd8f847144,fl_Phyllanthaceae_Bridelia_scleroneura_Tin_11_07_2014_fr_JH.JPG,,,1115866,,2014-11-07,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
115,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-60E6-C058-96F6-0"", ""size"": 3012732}",f49751ad0c50837ecb4d58c5734ac742,fl_Fabaceae_Mimosoideae_Entada_africana_Bobo_07_2012_entire_JH.JPG,,,3012732,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
116,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-C2A5-53CD-5202-0"", ""size"": 3129075}",544dc42acbbc12f818e23ff6b2c85112,fl_Salvadoraceae_Salvadora_persica_Bounou_11_2011_lf_50604_JH.JPG,,,3129075,,2011-11-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
117,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-18CC-10EA-417E-0"", ""size"": 3093569}",bff58f6f66e992654b1593be817bb49a,Dogon_DonnoSo_KambaBandie_70201_N14_26_W03_24_village_04_2011_JH.JPG,,,3093569,,2011-04-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
118,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-E011-1723-B9F7-0"", ""size"": 3009065}",3218c0eed9059b0003149d394ec61041,Mande;Manding_Bambara_Kiro_aka_Kirou_near_Borko_70863_N15_03_W03_22_village_JH.JPG,,,3009065,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
119,"{""web"": null, ""original"": ""a.tif"", ""thumbnail"": null, ""objid"": ""EAEA0-1720-893C-55D1-0"", ""size"": 370419}",486d9b20bdef77c0bbce72f1fde33a21,fl_Euphorbiaceae_Euphorbia_poissonii_spcm_Kew_JH.tif,,,370419,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
120,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-E2FB-9FEF-B322-0"", ""size"": 198378}",ac333139f546ce21e21cac8ca8b0fd25,fl_Fabaceae_Faboideae_Canavalia_virosa_Sevare_50291_JH.tif,,,198378,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
121,"{""web"": null, ""original"": ""a.tif"", ""thumbnail"": null, ""objid"": ""EAEA0-0960-BE0F-9618-0"", ""size"": 486619}",fa3b42b64d233b045e395723d7ac14ef,fl_Poaceae_Aristida_funiculata_cf_Kikara_JH.tif,,,486619,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
122,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-9A70-18F4-1177-0"", ""size"": 23768}",c28fab88e2063eb8c8a3ca466ee3e08f,fl_aa_fern_Christella_dentata_spcm_CIRAD_Montp_50004_JH.jpg,,,23768,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
123,"{""web"": null, ""original"": ""a.mov"", ""objid"": ""EAEA0-4998-53A6-CE5B-0"", ""duration"": 1.066656, ""thumbnail"": null, ""size"": 36143}",b6fabe175f84367ba3125f3b1f186767,128_06_01_06453_sheathe_knife_Nanga_JH.mov,,,36143,1.066656,,video/quicktime,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
124,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-3811-F688-F062-0"", ""size"": 3190559}",2258874ea6959c96a966f63a153e147e,Q_fl_Xanthorrhoeaceae_Aloe_vera_Kundialang_09_2011Dogulu_gogo_oo_spcm2011_015_JH.JPG,,,3190559,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
